model,attack,experiment,cos_threshold,top10_threshold,aasr,n_samples
VGG,PGD,VGG | PGD,0.5,0.7,0.62,100
VGG,PGD,VGG | PGD,0.5,0.8,0.62,100
VGG,PGD,VGG | PGD,0.5,0.9,0.62,100
VGG,PGD,VGG | PGD,0.5,1.0,0.62,100
VGG,PGD,VGG | PGD,0.6,0.0,0.0,100
VGG,PGD,VGG | PGD,0.6,0.1,0.58,100
VGG,PGD,VGG | PGD,0.6,0.2,0.93,100
VGG,PGD,VGG | PGD,0.6,0.3,0.96,100
VGG,PGD,VGG | PGD,0.6,0.4,0.96,100
VGG,PGD,VGG | PGD,0.6,0.5,0.96,100
VGG,PGD,VGG | PGD,0.6,0.6,0.96,100
VGG,PGD,VGG | PGD,0.6,0.7,0.96,100
VGG,PGD,VGG | PGD,0.6,0.8,0.96,100
VGG,PGD,VGG | PGD,0.6,0.9,0.96,100
VGG,PGD,VGG | PGD,0.6,1.0,0.96,100
VGG,PGD,VGG | PGD,0.7,0.0,0.0,100
VGG,PGD,VGG | PGD,0.7,0.1,0.58,100
VGG,PGD,VGG | PGD,0.7,0.2,0.93,100
VGG,PGD,VGG | PGD,0.7,0.3,0.96,100
VGG,PGD,VGG | PGD,0.7,0.4,0.96,100
VGG,PGD,VGG | PGD,0.7,0.5,0.96,100
VGG,PGD,VGG | PGD,0.7,0.6,0.96,100
VGG,PGD,VGG | PGD,0.7,0.7,0.96,100
VGG,PGD,VGG | PGD,0.7,0.8,0.96,100
VGG,PGD,VGG | PGD,0.7,0.9,0.96,100
VGG,PGD,VGG | PGD,0.7,1.0,0.96,100
VGG,PGD,VGG | PGD,0.8,0.0,0.0,100
VGG,PGD,VGG | PGD,0.8,0.1,0.58,100
VGG,PGD,VGG | PGD,0.8,0.2,0.93,100
VGG,PGD,VGG | PGD,0.8,0.3,0.96,100
VGG,PGD,VGG | PGD,0.8,0.4,0.96,100
VGG,PGD,VGG | PGD,0.8,0.5,0.96,100
VGG,PGD,VGG | PGD,0.8,0.6,0.96,100
VGG,PGD,VGG | PGD,0.8,0.7,0.96,100
VGG,PGD,VGG | PGD,0.8,0.8,0.96,100
VGG,PGD,VGG | PGD,0.8,0.9,0.96,100
VGG,PGD,VGG | PGD,0.8,1.0,0.96,100
VGG,PGD,VGG | PGD,0.9,0.0,0.0,100
VGG,PGD,VGG | PGD,0.9,0.1,0.58,100
VGG,PGD,VGG | PGD,0.9,0.2,0.93,100
VGG,PGD,VGG | PGD,0.9,0.3,0.96,100
VGG,PGD,VGG | PGD,0.9,0.4,0.96,100
VGG,PGD,VGG | PGD,0.9,0.5,0.96,100
VGG,PGD,VGG | PGD,0.9,0.6,0.96,100
VGG,PGD,VGG | PGD,0.9,0.7,0.96,100
VGG,PGD,VGG | PGD,0.9,0.8,0.96,100
VGG,PGD,VGG | PGD,0.9,0.9,0.96,100
VGG,PGD,VGG | PGD,0.9,1.0,0.96,100
VGG,PGD,VGG | PGD,1.0,0.0,0.0,100
VGG,PGD,VGG | PGD,1.0,0.1,0.58,100
VGG,PGD,VGG | PGD,1.0,0.2,0.93,100
VGG,PGD,VGG | PGD,1.0,0.3,0.96,100
VGG,PGD,VGG | PGD,1.0,0.4,0.96,100
VGG,PGD,VGG | PGD,1.0,0.5,0.96,100
VGG,PGD,VGG | PGD,1.0,0.6,0.96,100
VGG,PGD,VGG | PGD,1.0,0.7,0.96,100
VGG,PGD,VGG | PGD,1.0,0.8,0.96,100
VGG,PGD,VGG | PGD,1.0,0.9,0.96,100
VGG,PGD,VGG | PGD,1.0,1.0,0.96,100
VGG,Psychoacoustic,VGG | Psychoacoustic,0.0,0.0,0.0,100
VGG,Psychoacoustic,VGG | Psychoacoustic,0.0,0.1,0.0,100
VGG,Psychoacoustic,VGG | Psychoacoustic,0.0,0.2,0.0,100
VGG,Psychoacoustic,VGG | Psychoacoustic,0.0,0.3,0.0,100
VGG,Psychoacoustic,VGG | Psychoacoustic,0.0,0.4,0.0,100
VGG,Psychoacoustic,VGG | Psychoacoustic,0.0,0.5,0.0,100
VGG,Psychoacoustic,VGG | Psychoacoustic,0.0,0.6,0.0,100
VGG,Psychoacoustic,VGG | Psychoacoustic,0.0,0.7,0.0,100
VGG,Psychoacoustic,VGG | Psychoacoustic,0.0,0.8,0.0,100
VGG,Psychoacoustic,VGG | Psychoacoustic,0.0,0.9,0.0,100
VGG,Psychoacoustic,VGG | Psychoacoustic,0.0,1.0,0.0,100
VGG,Psychoacoustic,VGG | Psychoacoustic,0.1,0.0,0.0,100
VGG,Psychoacoustic,VGG | Psychoacoustic,0.1,0.1,0.0,100
VGG,Psychoacoustic,VGG | Psychoacoustic,0.1,0.2,0.0,100
VGG,Psychoacoustic,VGG | Psychoacoustic,0.1,0.3,0.02,100
VGG,Psychoacoustic,VGG | Psychoacoustic,0.1,0.4,0.04,100
VGG,Psychoacoustic,VGG | Psychoacoustic,0.1,0.5,0.15,100
VGG,Psychoacoustic,VGG | Psychoacoustic,0.1,0.6,0.21,100
VGG,Psychoacoustic,VGG | Psychoacoustic,0.1,0.7,0.31,100
VGG,Psychoacoustic,VGG | Psychoacoustic,0.1,0.8,0.35,100
VGG,Psychoacoustic,VGG | Psychoacoustic,0.1,0.9,0.38,100
VGG,Psychoacoustic,VGG | Psychoacoustic,0.1,1.0,0.4,100
VGG,Psychoacoustic,VGG | Psychoacoustic,0.2,0.0,0.0,100
VGG,Psychoacoustic,VGG | Psychoacoustic,0.2,0.1,0.0,100
VGG,Psychoacoustic,VGG | Psychoacoustic,0.2,0.2,0.0,100
VGG,Psychoacoustic,VGG | Psychoacoustic,0.2,0.3,0.07,100
VGG,Psychoacoustic,VGG | Psychoacoustic,0.2,0.4,0.11,100
VGG,Psychoacoustic,VGG | Psychoacoustic,0.2,0.5,0.27,100
VGG,Psychoacoustic,VGG | Psychoacoustic,0.2,0.6,0.33,100
VGG,Psychoacoustic,VGG | Psychoacoustic,0.2,0.7,0.43,100
VGG,Psychoacoustic,VGG | Psychoacoustic,0.2,0.8,0.47,100
VGG,Psychoacoustic,VGG | Psychoacoustic,0.2,0.9,0.5,100
VGG,Psychoacoustic,VGG | Psychoacoustic,0.2,1.0,0.52,100
VGG,Psychoacoustic,VGG | Psychoacoustic,0.3,0.0,0.0,100
VGG,Psychoacoustic,VGG | Psychoacoustic,0.3,0.1,0.0,100
VGG,Psychoacoustic,VGG | Psychoacoustic,0.3,0.2,0.01,100
VGG,Psychoacoustic,VGG | Psychoacoustic,0.3,0.3,0.13,100
VGG,Psychoacoustic,VGG | Psychoacoustic,0.3,0.4,0.17,100
VGG,Psychoacoustic,VGG | Psychoacoustic,0.3,0.5,0.33,100
VGG,Psychoacoustic,VGG | Psychoacoustic,0.3,0.6,0.39,100
VGG,Psychoacoustic,VGG | Psychoacoustic,0.3,0.7,0.49,100
VGG,Psychoacoustic,VGG | Psychoacoustic,0.3,0.8,0.53,100
VGG,Psychoacoustic,VGG | Psychoacoustic,0.3,0.9,0.56,100
VGG,Psychoacoustic,VGG | Psychoacoustic,0.3,1.0,0.58,100
VGG,Psychoacoustic,VGG | Psychoacoustic,0.4,0.0,0.0,100
VGG,Psychoacoustic,VGG | Psychoacoustic,0.4,0.1,0.0,100
VGG,Psychoacoustic,VGG | Psychoacoustic,0.4,0.2,0.11,100
VGG,Psychoacoustic,VGG | Psychoacoustic,0.4,0.3,0.26,100
VGG,Psychoacoustic,VGG | Psychoacoustic,0.4,0.4,0.3,100
VGG,Psychoacoustic,VGG | Psychoacoustic,0.4,0.5,0.46,100
VGG,Psychoacoustic,VGG | Psychoacoustic,0.4,0.6,0.52,100
VGG,Psychoacoustic,VGG | Psychoacoustic,0.4,0.7,0.62,100
VGG,Psychoacoustic,VGG | Psychoacoustic,0.4,0.8,0.66,100
VGG,Psychoacoustic,VGG | Psychoacoustic,0.4,0.9,0.69,100
VGG,Psychoacoustic,VGG | Psychoacoustic,0.4,1.0,0.71,100
VGG,Psychoacoustic,VGG | Psychoacoustic,0.5,0.0,0.0,100
VGG,Psychoacoustic,VGG | Psychoacoustic,0.5,0.1,0.04,100
VGG,Psychoacoustic,VGG | Psychoacoustic,0.5,0.2,0.28,100
VGG,Psychoacoustic,VGG | Psychoacoustic,0.5,0.3,0.43,100
VGG,Psychoacoustic,VGG | Psychoacoustic,0.5,0.4,0.47,100
VGG,Psychoacoustic,VGG | Psychoacoustic,0.5,0.5,0.63,100
VGG,Psychoacoustic,VGG | Psychoacoustic,0.5,0.6,0.69,100
VGG,Psychoacoustic,VGG | Psychoacoustic,0.5,0.7,0.79,100
VGG,Psychoacoustic,VGG | Psychoacoustic,0.5,0.8,0.83,100
VGG,Psychoacoustic,VGG | Psychoacoustic,0.5,0.9,0.86,100
VGG,Psychoacoustic,VGG | Psychoacoustic,0.5,1.0,0.88,100
VGG,Psychoacoustic,VGG | Psychoacoustic,0.6,0.0,0.0,100
VGG,Psychoacoustic,VGG | Psychoacoustic,0.6,0.1,0.04,100
VGG,Psychoacoustic,VGG | Psychoacoustic,0.6,0.2,0.38,100
VGG,Psychoacoustic,VGG | Psychoacoustic,0.6,0.3,0.53,100
VGG,Psychoacoustic,VGG | Psychoacoustic,0.6,0.4,0.57,100
VGG,Psychoacoustic,VGG | Psychoacoustic,0.6,0.5,0.73,100
VGG,Psychoacoustic,VGG | Psychoacoustic,0.6,0.6,0.79,100
VGG,Psychoacoustic,VGG | Psychoacoustic,0.6,0.7,0.89,100
VGG,Psychoacoustic,VGG | Psychoacoustic,0.6,0.8,0.93,100
VGG,Psychoacoustic,VGG | Psychoacoustic,0.6,0.9,0.96,100
VGG,Psychoacoustic,VGG | Psychoacoustic,0.6,1.0,0.98,100
VGG,Psychoacoustic,VGG | Psychoacoustic,0.7,0.0,0.0,100
VGG,Psychoacoustic,VGG | Psychoacoustic,0.7,0.1,0.04,100
VGG,Psychoacoustic,VGG | Psychoacoustic,0.7,0.2,0.4,100
VGG,Psychoacoustic,VGG | Psychoacoustic,0.7,0.3,0.55,100
VGG,Psychoacoustic,VGG | Psychoacoustic,0.7,0.4,0.59,100
VGG,Psychoacoustic,VGG | Psychoacoustic,0.7,0.5,0.75,100
VGG,Psychoacoustic,VGG | Psychoacoustic,0.7,0.6,0.81,100
VGG,Psychoacoustic,VGG | Psychoacoustic,0.7,0.7,0.91,100
VGG,Psychoacoustic,VGG | Psychoacoustic,0.7,0.8,0.95,100
VGG,Psychoacoustic,VGG | Psychoacoustic,0.7,0.9,0.98,100
VGG,Psychoacoustic,VGG | Psychoacoustic,0.7,1.0,1.0,100
VGG,Psychoacoustic,VGG | Psychoacoustic,0.8,0.0,0.0,100
VGG,Psychoacoustic,VGG | Psychoacoustic,0.8,0.1,0.04,100
VGG,Psychoacoustic,VGG | Psychoacoustic,0.8,0.2,0.4,100
VGG,Psychoacoustic,VGG | Psychoacoustic,0.8,0.3,0.55,100
VGG,Psychoacoustic,VGG | Psychoacoustic,0.8,0.4,0.59,100
VGG,Psychoacoustic,VGG | Psychoacoustic,0.8,0.5,0.75,100
VGG,Psychoacoustic,VGG | Psychoacoustic,0.8,0.6,0.81,100
VGG,Psychoacoustic,VGG | Psychoacoustic,0.8,0.7,0.91,100
VGG,Psychoacoustic,VGG | Psychoacoustic,0.8,0.8,0.95,100
VGG,Psychoacoustic,VGG | Psychoacoustic,0.8,0.9,0.98,100
VGG,Psychoacoustic,VGG | Psychoacoustic,0.8,1.0,1.0,100
VGG,Psychoacoustic,VGG | Psychoacoustic,0.9,0.0,0.0,100
VGG,Psychoacoustic,VGG | Psychoacoustic,0.9,0.1,0.04,100
VGG,Psychoacoustic,VGG | Psychoacoustic,0.9,0.2,0.4,100
VGG,Psychoacoustic,VGG | Psychoacoustic,0.9,0.3,0.55,100
VGG,Psychoacoustic,VGG | Psychoacoustic,0.9,0.4,0.59,100
VGG,Psychoacoustic,VGG | Psychoacoustic,0.9,0.5,0.75,100
VGG,Psychoacoustic,VGG | Psychoacoustic,0.9,0.6,0.81,100
VGG,Psychoacoustic,VGG | Psychoacoustic,0.9,0.7,0.91,100
VGG,Psychoacoustic,VGG | Psychoacoustic,0.9,0.8,0.95,100
VGG,Psychoacoustic,VGG | Psychoacoustic,0.9,0.9,0.98,100
VGG,Psychoacoustic,VGG | Psychoacoustic,0.9,1.0,1.0,100
VGG,Psychoacoustic,VGG | Psychoacoustic,1.0,0.0,0.0,100
VGG,Psychoacoustic,VGG | Psychoacoustic,1.0,0.1,0.04,100
VGG,Psychoacoustic,VGG | Psychoacoustic,1.0,0.2,0.4,100
VGG,Psychoacoustic,VGG | Psychoacoustic,1.0,0.3,0.55,100
VGG,Psychoacoustic,VGG | Psychoacoustic,1.0,0.4,0.59,100
VGG,Psychoacoustic,VGG | Psychoacoustic,1.0,0.5,0.75,100
VGG,Psychoacoustic,VGG | Psychoacoustic,1.0,0.6,0.81,100
VGG,Psychoacoustic,VGG | Psychoacoustic,1.0,0.7,0.91,100
VGG,Psychoacoustic,VGG | Psychoacoustic,1.0,0.8,0.95,100
VGG,Psychoacoustic,VGG | Psychoacoustic,1.0,0.9,0.98,100
VGG,Psychoacoustic,VGG | Psychoacoustic,1.0,1.0,1.0,100
VGG,X-Shift,VGG | X-Shift,0.0,0.0,0.0,100
VGG,X-Shift,VGG | X-Shift,0.0,0.1,0.0,100
VGG,X-Shift,VGG | X-Shift,0.0,0.2,0.0,100
VGG,X-Shift,VGG | X-Shift,0.0,0.3,0.0,100
VGG,X-Shift,VGG | X-Shift,0.0,0.4,0.0,100
VGG,X-Shift,VGG | X-Shift,0.0,0.5,0.0,100
VGG,X-Shift,VGG | X-Shift,0.0,0.6,0.0,100
VGG,X-Shift,VGG | X-Shift,0.0,0.7,0.0,100
VGG,X-Shift,VGG | X-Shift,0.0,0.8,0.0,100
VGG,X-Shift,VGG | X-Shift,0.0,0.9,0.0,100
VGG,X-Shift,VGG | X-Shift,0.0,1.0,0.0,100
VGG,X-Shift,VGG | X-Shift,0.1,0.0,0.0,100
VGG,X-Shift,VGG | X-Shift,0.1,0.1,0.33,100
VGG,X-Shift,VGG | X-Shift,0.1,0.2,0.9,100
VGG,X-Shift,VGG | X-Shift,0.1,0.3,0.92,100
VGG,X-Shift,VGG | X-Shift,0.1,0.4,0.92,100
VGG,X-Shift,VGG | X-Shift,0.1,0.5,0.92,100
VGG,X-Shift,VGG | X-Shift,0.1,0.6,0.92,100
VGG,X-Shift,VGG | X-Shift,0.1,0.7,0.92,100
VGG,X-Shift,VGG | X-Shift,0.1,0.8,0.92,100
VGG,X-Shift,VGG | X-Shift,0.1,0.9,0.92,100
VGG,X-Shift,VGG | X-Shift,0.1,1.0,0.92,100
VGG,X-Shift,VGG | X-Shift,0.2,0.0,0.0,100
VGG,X-Shift,VGG | X-Shift,0.2,0.1,0.33,100
VGG,X-Shift,VGG | X-Shift,0.2,0.2,0.9,100
VGG,X-Shift,VGG | X-Shift,0.2,0.3,0.92,100
VGG,X-Shift,VGG | X-Shift,0.2,0.4,0.92,100
VGG,X-Shift,VGG | X-Shift,0.2,0.5,0.92,100
VGG,X-Shift,VGG | X-Shift,0.2,0.6,0.92,100
VGG,X-Shift,VGG | X-Shift,0.2,0.7,0.92,100
VGG,X-Shift,VGG | X-Shift,0.2,0.8,0.92,100
VGG,X-Shift,VGG | X-Shift,0.2,0.9,0.92,100
VGG,X-Shift,VGG | X-Shift,0.2,1.0,0.92,100
VGG,X-Shift,VGG | X-Shift,0.3,0.0,0.0,100
VGG,X-Shift,VGG | X-Shift,0.3,0.1,0.33,100
VGG,X-Shift,VGG | X-Shift,0.3,0.2,0.9,100
VGG,X-Shift,VGG | X-Shift,0.3,0.3,0.92,100
VGG,X-Shift,VGG | X-Shift,0.3,0.4,0.92,100
VGG,X-Shift,VGG | X-Shift,0.3,0.5,0.92,100
VGG,X-Shift,VGG | X-Shift,0.3,0.6,0.92,100
VGG,X-Shift,VGG | X-Shift,0.3,0.7,0.92,100
VGG,X-Shift,VGG | X-Shift,0.3,0.8,0.92,100
VGG,X-Shift,VGG | X-Shift,0.3,0.9,0.92,100
VGG,X-Shift,VGG | X-Shift,0.3,1.0,0.92,100
VGG,X-Shift,VGG | X-Shift,0.4,0.0,0.0,100
VGG,X-Shift,VGG | X-Shift,0.4,0.1,0.33,100
VGG,X-Shift,VGG | X-Shift,0.4,0.2,0.9,100
VGG,X-Shift,VGG | X-Shift,0.4,0.3,0.92,100
VGG,X-Shift,VGG | X-Shift,0.4,0.4,0.92,100
VGG,X-Shift,VGG | X-Shift,0.4,0.5,0.92,100
VGG,X-Shift,VGG | X-Shift,0.4,0.6,0.92,100
VGG,X-Shift,VGG | X-Shift,0.4,0.7,0.92,100
VGG,X-Shift,VGG | X-Shift,0.4,0.8,0.92,100
VGG,X-Shift,VGG | X-Shift,0.4,0.9,0.92,100
VGG,X-Shift,VGG | X-Shift,0.4,1.0,0.92,100
VGG,X-Shift,VGG | X-Shift,0.5,0.0,0.0,100
VGG,X-Shift,VGG | X-Shift,0.5,0.1,0.33,100
VGG,X-Shift,VGG | X-Shift,0.5,0.2,0.9,100
VGG,X-Shift,VGG | X-Shift,0.5,0.3,0.92,100
VGG,X-Shift,VGG | X-Shift,0.5,0.4,0.92,100
VGG,X-Shift,VGG | X-Shift,0.5,0.5,0.92,100
VGG,X-Shift,VGG | X-Shift,0.5,0.6,0.92,100
VGG,X-Shift,VGG | X-Shift,0.5,0.7,0.92,100
VGG,X-Shift,VGG | X-Shift,0.5,0.8,0.92,100
VGG,X-Shift,VGG | X-Shift,0.5,0.9,0.92,100
VGG,X-Shift,VGG | X-Shift,0.5,1.0,0.92,100
VGG,X-Shift,VGG | X-Shift,0.6,0.0,0.0,100
VGG,X-Shift,VGG | X-Shift,0.6,0.1,0.33,100
VGG,X-Shift,VGG | X-Shift,0.6,0.2,0.9,100
VGG,X-Shift,VGG | X-Shift,0.6,0.3,0.92,100
VGG,X-Shift,VGG | X-Shift,0.6,0.4,0.92,100
VGG,X-Shift,VGG | X-Shift,0.6,0.5,0.92,100
VGG,X-Shift,VGG | X-Shift,0.6,0.6,0.92,100
VGG,X-Shift,VGG | X-Shift,0.6,0.7,0.92,100
VGG,X-Shift,VGG | X-Shift,0.6,0.8,0.92,100
VGG,X-Shift,VGG | X-Shift,0.6,0.9,0.92,100
VGG,X-Shift,VGG | X-Shift,0.6,1.0,0.92,100
VGG,X-Shift,VGG | X-Shift,0.7,0.0,0.0,100
VGG,X-Shift,VGG | X-Shift,0.7,0.1,0.33,100
VGG,X-Shift,VGG | X-Shift,0.7,0.2,0.9,100
VGG,X-Shift,VGG | X-Shift,0.7,0.3,0.92,100
VGG,X-Shift,VGG | X-Shift,0.7,0.4,0.92,100
VGG,X-Shift,VGG | X-Shift,0.7,0.5,0.92,100
VGG,X-Shift,VGG | X-Shift,0.7,0.6,0.92,100
VGG,X-Shift,VGG | X-Shift,0.7,0.7,0.92,100
VGG,X-Shift,VGG | X-Shift,0.7,0.8,0.92,100
VGG,X-Shift,VGG | X-Shift,0.7,0.9,0.92,100
VGG,X-Shift,VGG | X-Shift,0.7,1.0,0.92,100
VGG,X-Shift,VGG | X-Shift,0.8,0.0,0.0,100
VGG,X-Shift,VGG | X-Shift,0.8,0.1,0.33,100
VGG,X-Shift,VGG | X-Shift,0.8,0.2,0.9,100
VGG,X-Shift,VGG | X-Shift,0.8,0.3,0.92,100
VGG,X-Shift,VGG | X-Shift,0.8,0.4,0.92,100
VGG,X-Shift,VGG | X-Shift,0.8,0.5,0.92,100
VGG,X-Shift,VGG | X-Shift,0.8,0.6,0.92,100
VGG,X-Shift,VGG | X-Shift,0.8,0.7,0.92,100
VGG,X-Shift,VGG | X-Shift,0.8,0.8,0.92,100
VGG,X-Shift,VGG | X-Shift,0.8,0.9,0.92,100
VGG,X-Shift,VGG | X-Shift,0.8,1.0,0.92,100
VGG,X-Shift,VGG | X-Shift,0.9,0.0,0.0,100
VGG,X-Shift,VGG | X-Shift,0.9,0.1,0.33,100
VGG,X-Shift,VGG | X-Shift,0.9,0.2,0.9,100
VGG,X-Shift,VGG | X-Shift,0.9,0.3,0.92,100
VGG,X-Shift,VGG | X-Shift,0.9,0.4,0.92,100
VGG,X-Shift,VGG | X-Shift,0.9,0.5,0.92,100
VGG,X-Shift,VGG | X-Shift,0.9,0.6,0.92,100
VGG,X-Shift,VGG | X-Shift,0.9,0.7,0.92,100
VGG,X-Shift,VGG | X-Shift,0.9,0.8,0.92,100
VGG,X-Shift,VGG | X-Shift,0.9,0.9,0.92,100
VGG,X-Shift,VGG | X-Shift,0.9,1.0,0.92,100
VGG,X-Shift,VGG | X-Shift,1.0,0.0,0.0,100
VGG,X-Shift,VGG | X-Shift,1.0,0.1,0.33,100
VGG,X-Shift,VGG | X-Shift,1.0,0.2,0.9,100
VGG,X-Shift,VGG | X-Shift,1.0,0.3,0.92,100
VGG,X-Shift,VGG | X-Shift,1.0,0.4,0.92,100
VGG,X-Shift,VGG | X-Shift,1.0,0.5,0.92,100
VGG,X-Shift,VGG | X-Shift,1.0,0.6,0.92,100
VGG,X-Shift,VGG | X-Shift,1.0,0.7,0.92,100
VGG,X-Shift,VGG | X-Shift,1.0,0.8,0.92,100
VGG,X-Shift,VGG | X-Shift,1.0,0.9,0.92,100
VGG,X-Shift,VGG | X-Shift,1.0,1.0,0.92,100
