stem,n_cases,n_models,n_attacks,afs_stable_mean,afs_stable_median,afs_stable_max,afs_stable_min,afs_quality_mean,afs_simple_mean,pred_preserved_rate,attribution_change_mean,attribution_change_median,cos_sim_median,top10_overlap_median,quality_score_mean,quality_score_median,margin_adv_mean,margin_adv_median,margin_drop_mean,abs_score_shift_mean,abs_score_shift_median,label_str,pesq_median,stoi_median,visqol_median,peaq_median,zimtohrli_median,best_case_afs_stable,best_model,best_attack,worst_case_afs_stable,worst_model,worst_attack
fake_52861_suno_1,9,3,3,0.6325635825669712,0.6784647271841897,0.8872686815506802,0.3582864565052799,0.7433142311873436,0.7828425833333333,1.0,0.7828425833333333,0.77542325,0.16204,0.07895150000000001,0.9623861317460318,0.959383597142857,0.4219797777777778,0.4999369999999999,-0.0029691111111111255,0.034059777777777765,1.4999999999987246e-05,fake,4.489547,0.998123,4.900259,-0.431985,4.793228,0.8872686815506802,AST,Attack_2,0.3582864565052799,SPECTR,Attack_1
real_00193,9,3,3,0.48804230170758495,0.49996901668254184,0.8136162115599336,0.2050594995934709,0.5503344386801199,0.7726324166666667,1.0,0.7726324166666667,0.78198475,0.3533245,0.078591,0.707776021904762,0.6774664585714285,0.4505346666666667,0.499736,0.031122333333333346,0.03154077777777776,0.000626,real,3.907354,0.914184,3.766143,-2.210893,2.552182,0.8136162115599336,AST,Attack_1,0.2050594995934709,SPECTR,Attack_2
real_00224,9,3,3,0.4700934984278315,0.44294372963298745,0.6809540773372214,0.35256157515475,0.47320759020195685,0.7481293333333333,0.8888888888888888,0.7481293333333333,0.7119915,0.4414855,0.120908,0.6530028949206349,0.6454075071428571,0.47407266666666664,0.499859,0.019987000000000015,0.08722344444444444,0.000105,real,3.321164,0.996138,3.7516,-2.68339,2.86666,0.6809540773372214,VGG,Attack_1,0.35256157515475,SPECTR,Attack_2
real_00268,9,3,3,0.5577387234494977,0.5603952171179605,0.838878756939601,0.2808417554712527,0.6025737821417586,0.7759164166666667,0.8888888888888888,0.7759164166666667,0.747209,0.4007175,0.087972,0.7975899038095238,0.8102506,0.4592083333333334,0.499979,-0.016590333333333283,0.10164433333333332,0.000215,real,4.170369,0.986325,4.343246,-1.615728,3.647309,0.838878756939601,AST,Attack_1,0.2808417554712527,SPECTR,Attack_2
real_00577,9,3,3,0.40830751569291146,0.37902127138020636,0.5790496148863755,0.3398699320730255,0.41505090399136657,0.77916775,1.0,0.77916775,0.794991,0.35861350000000003,0.075935,0.5720280417460317,0.5874755071428572,0.49145966666666663,0.496059,-0.005648999999999981,0.007019444444444444,0.001383,real,2.963362,0.958214,3.994076,-3.985534,2.929451,0.5790496148863755,AST,Attack_1,0.3398699320730255,SPECTR,Attack_1
real_00689,9,3,3,0.6350714151275549,0.582737078206818,0.9092419017221394,0.5092498099216991,0.6392217118129833,0.8008160000000001,1.0,0.8008160000000001,0.8048015,0.3041795,0.081293,0.8328929895238095,0.8518284942857143,0.496475,0.499981,-0.00013799999999997777,0.0006246666666666555,0.0,real,4.004213,0.980582,4.493283,-1.035001,4.028217,0.9092419017221394,AST,Attack_1,0.5092498099216991,SPECTR,Attack_1
real_01021,9,3,3,0.4508497685676139,0.41285774493655825,0.6968839852198284,0.2432038320816452,0.4854112442468703,0.7306034166666667,1.0,0.7306034166666667,0.7252177499999999,0.44605500000000003,0.1313105,0.6630174247619048,0.6432518914285714,0.4518426666666666,0.499293,-0.0011020000000000018,0.027603777777777765,0.000542,real,3.443458,0.842011,3.360719,-1.851683,2.842531,0.6968839852198284,AST,Attack_1,0.2432038320816452,SPECTR,Attack_2
real_01192,9,3,3,0.4188807263916055,0.333223031385553,0.896338588196,0.2794560508984955,0.42807270861552166,0.8057724166666667,1.0,0.8057724166666667,0.81469525,0.2356235,0.0505855,0.5194592122222222,0.4818427971428572,0.4794926666666666,0.49998,-0.001994333333333333,0.011682999999999978,9.4e-05,real,2.046676,0.889625,3.604464,-3.986623,2.615532,0.896338588196,AST,Attack_1,0.2794560508984955,SPECTR,Attack_2
real_03041,9,3,3,0.40906505406473986,0.43124821870324853,0.7181208734271813,0.0,0.41064704858548895,0.6518786666666667,0.8888888888888888,0.7870486666666667,0.7754512499999999,0.3620445,0.056087,0.6238204198412699,0.6295054285714285,0.43302666666666667,0.499707,-0.037516666666666705,0.07953177777777778,0.000396,real,2.767497,0.867596,3.752718,-2.537959,3.39871,0.7181208734271813,AST,Attack_1,0.0,SPECTR,Attack_2
real_03067,9,3,3,0.7032476629457922,0.6751984346473101,0.9399134017288104,0.5036869117791468,0.7165219103682411,0.78496675,1.0,0.78496675,0.7690939999999999,0.3040455,0.10272,0.9297293926984127,0.9266177428571428,0.49077777777777776,0.49999,0.0032732222222222073,0.003412555555555556,2.000000000000001e-06,real,4.31214,0.99924,4.931558,-0.960674,4.725145,0.9399134017288104,AST,Attack_1,0.5036869117791468,SPECTR,Attack_1
real_03147,9,3,3,0.6048608923095222,0.5533041550731346,0.7860039614788085,0.4638122349952414,0.6110417567400289,0.75381625,1.0,0.75381625,0.75952375,0.373371,0.12252850000000001,0.8387961761904763,0.8559263285714286,0.4941057777777778,0.499961,-0.0017107777777777594,0.0023407777777777446,0.000202,real,4.230035,0.998504,4.621186,-1.08025,3.643002,0.7860039614788085,AST,Attack_1,0.4638122349952414,SPECTR,Attack_1
real_03464,9,3,3,0.36641408696886435,0.3620514672765726,0.4658458505643035,0.2633949881129888,0.37212731546145733,0.7710026666666666,1.0,0.7710026666666666,0.75935725,0.387154,0.0941315,0.5120409607936508,0.5194496757142858,0.46124155555555557,0.493935,0.019458444444444434,0.03562444444444441,0.0047799999999999,real,2.392564,0.902115,3.391578,-3.990567,2.822387,0.4658458505643035,AST,Attack_1,0.2633949881129888,SPECTR,Attack_1
real_03705,9,3,3,0.4649530226722102,0.5245433675186963,0.7256293313091153,0.0,0.467258586734492,0.6241170833333333,0.8888888888888888,0.7665711666666667,0.7832755,0.3010705,0.07185,0.7507684606349206,0.75991182,0.4222182222222222,0.499968,-0.0753088888888889,0.0843948888888889,6.8e-05,real,3.97679,0.987636,4.366555,-2.688969,4.142557,0.7256293313091153,AST,Attack_1,0.0,SPECTR,Attack_2
real_03751,9,3,3,0.48191212789369353,0.5092354597411685,0.8897066993970001,0.0,0.4835053479156388,0.6688036666666667,0.7777777777777778,0.81469475,0.8089885,0.2993935,0.063742,0.6941004849206349,0.6790310371428572,0.3933043333333333,0.499881,-0.05073366666666664,0.06314077777777777,5.3e-05,real,3.075291,0.975877,4.280511,-3.184376,3.777278,0.8897066993970001,AST,Attack_1,0.0,SPECTR,Attack_2
real_06031,9,3,3,0.39669032370492924,0.38446349434122035,0.818325831632,0.0,0.3972115052432976,0.6471149166666667,0.8888888888888888,0.78429875,0.7698855,0.381182,0.06250700000000001,0.5940832998412698,0.5422995814285715,0.39462766666666665,0.499813,-0.035228333333333355,0.06551055555555554,1.3999999999999988e-05,real,2.895729,0.851113,3.677593,-3.968156,2.9619,0.818325831632,AST,Attack_1,0.0,SPECTR,Attack_2
real_06308,9,3,3,0.52959534933344,0.48204730801072027,0.7491798645562642,0.3864412324678433,0.5622544620881625,0.7796973333333334,1.0,0.7796973333333334,0.749904,0.37660499999999997,0.100238,0.7770714922222222,0.76422848,0.4588004444444444,0.499986,-0.016703444444444413,0.018929666666666657,5e-06,real,3.712178,0.961021,4.243939,-2.140843,4.047197,0.7491798645562642,AST,Attack_1,0.3864412324678433,SPECTR,Attack_2
real_06334,9,3,3,0.5401049118696494,0.47896270923257156,0.878122501102,0.4221394997471367,0.5477462607866119,0.7965036666666667,1.0,0.7965036666666667,0.806057,0.287385,0.084089,0.6773222785714286,0.6486968171428572,0.4940628888888889,0.499961,-0.006229222222222221,0.006239222222222211,2.6e-05,real,3.520233,0.97948,4.304272,-3.930039,3.530082,0.878122501102,AST,Attack_1,0.4221394997471367,SPECTR,Attack_1
real_06651,9,3,3,0.2902380336004678,0.18881968081284917,0.872935623207,0.1357571493911012,0.2967082681374821,0.7796642500000001,1.0,0.7796642500000001,0.79192825,0.323895,0.0756015,0.3460048282539683,0.2942861257142857,0.48222,0.496644,-0.04984366666666662,0.04986055555555555,0.0021449999999999,real,1.246609,0.536707,1.613051,-3.855731,2.994282,0.872935623207,AST,Attack_1,0.1357571493911012,SPECTR,Attack_1
real_06665,9,3,3,0.39870145398031215,0.35406309525697455,0.7904282550114303,0.0844005645799906,0.5719083146280998,0.7692040833333333,1.0,0.7692040833333333,0.7096184999999999,0.4465795,0.085496,0.7492373152380952,0.7083389357142857,0.35172166666666665,0.491888,0.022611999999999986,0.0580322222222222,0.008015,real,3.633986,0.968724,4.129047,-3.052034,3.965687,0.7904282550114303,AST,Attack_1,0.0844005645799906,SPECTR,Attack_2
real_06824,9,3,3,0.5434848227810537,0.504167672019874,0.908310982871,0.3630868502296215,0.5520295363508052,0.772516,0.8888888888888888,0.772516,0.80503875,0.2197895,0.094611,0.7463011817460318,0.7857074471428571,0.4323601111111111,0.496826,0.03297588888888888,0.07092499999999997,0.0152249999999999,real,3.583085,0.984409,4.28187,-1.878489,4.012251,0.908310982871,AST,Attack_1,0.3630868502296215,SPECTR,Attack_1
real_06994,9,3,3,0.43010770033376805,0.45215587782211075,0.851007829776,0.0995389580412736,0.48386609801168157,0.77340375,1.0,0.77340375,0.711614,0.486112,0.07833499999999999,0.6435975414285715,0.66522214,0.38357844444444444,0.490984,-0.009047777777777785,0.10270244444444446,0.091117,real,3.028341,0.97995,4.036414,-3.022,3.304544,0.851007829776,AST,Attack_1,0.0995389580412736,VGG,Attack_2
real_07251,9,3,3,0.267202913594351,0.2830233591085629,0.393047353948,0.063340534088,0.3405942199803736,0.7133686666666667,1.0,0.7133686666666667,0.80120825,0.261205,0.1363785,0.5607984166666666,0.6666666666666666,0.39133999999999997,0.397956,-0.043560333333333326,0.04356033333333334,0.0,real,,0.0,5.0,0.0,5.0,0.393047353948,VGG,Attack_1,0.063340534088,SPECTR,Attack_1
real_07252,9,3,3,0.5637354999678661,0.5138963142054505,0.880727750825,0.4163884066066414,0.5685701392375425,0.7971095,1.0,0.7971095,0.80064625,0.316824,0.0619285,0.7133685473015873,0.7118338599999999,0.49292722222222224,0.49986,0.0021297777777777634,0.0037437777777777673,5.499999999999998e-05,real,3.736685,0.994507,4.405552,-3.280525,3.446999,0.880727750825,AST,Attack_1,0.4163884066066414,SPECTR,Attack_1
real_07265,9,3,3,0.45135601648610596,0.41695262054177973,0.6829371701411089,0.3227514775847222,0.46642946203109753,0.7412475833333333,1.0,0.7412475833333333,0.7103952499999999,0.4373675,0.117928,0.6646104560317461,0.6763515714285715,0.47089388888888883,0.487863,-0.009034888888888929,0.0165551111111111,0.006709,real,3.876514,0.987157,4.3307,-3.975876,3.27272,0.6829371701411089,AST,Attack_1,0.3227514775847222,VGG,Attack_2
real_07293,9,3,3,0.3723323221592942,0.3948424677742749,0.81828330045,0.0,0.40757783036727274,0.6529356666666667,0.7777777777777778,0.7777827500000001,0.769464,0.364431,0.096641,0.6244010517460317,0.5916144442857143,0.375263,0.488657,-0.039092999999999996,0.20116411111111107,0.0629299999999999,real,3.653009,0.897422,3.583197,-3.978617,3.338115,0.81828330045,AST,Attack_1,0.0,VGG,Attack_2
real_09534,9,3,3,0.39561996274638783,0.43746374264112253,0.6447968286151881,0.0,0.42349296275110415,0.5689714166666667,0.7777777777777778,0.7176133333333333,0.7221635,0.4153525,0.151926,0.7495696472222222,0.7590717250000001,0.41847166666666663,0.47371,-0.10398466666666666,0.11764399999999998,0.0224019999999999,real,,0.976896,4.537969,-2.697222,3.808746,0.6447968286151881,AST,Attack_1,0.0,AST,Attack_2
real_09723,9,3,3,0.5228904272459702,0.501834041999687,0.870237153168,0.3491029675833821,0.5449987104188154,0.7923222499999999,1.0,0.7923222499999999,0.7955705,0.2091005,0.1042785,0.6952550179365079,0.70044507,0.4738803333333333,0.499831,-0.012588999999999982,0.018686333333333322,0.006759,real,3.50936,0.997524,4.327527,-3.556312,3.568712,0.870237153168,AST,Attack_1,0.3491029675833821,SPECTR,Attack_2
real_09833,9,3,3,0.24537934023861319,0.28085542581006406,0.3485158281593333,0.0546926849039999,0.3300744427289819,0.703072,1.0,0.703072,0.78286475,0.3382835,0.0885435,0.5604156388888888,0.6666666666666666,0.37239622222222224,0.378307,-0.024616555555555555,0.03300366666666665,0.0,real,,0.0,5.0,0.0,5.0,0.3485158281593333,VGG,Attack_1,0.0546926849039999,SPECTR,Attack_1
real_10022,9,3,3,0.33589165785252034,0.31838909195641085,0.6527153482346787,0.1391509533882463,0.45131942456476065,0.8087760833333334,1.0,0.8087760833333334,0.7886555,0.2263255,0.099002,0.5442719304761905,0.5170818971428572,0.4008001111111111,0.49203,-0.013582444444444456,0.0969822222222222,0.013155,real,1.3453,0.989857,4.709486,-3.981189,2.89342,0.6527153482346787,AST,Attack_1,0.1391509533882463,VGG,Attack_1
real_10101,9,3,3,0.3908429219055698,0.259985721858098,0.921888625508,0.2045371111918496,0.3940918840086409,0.7964614999999999,1.0,0.7964614999999999,0.819129,0.26572799999999996,0.081622,0.48154528793650797,0.4492190385714286,0.492326,0.499912,-0.0041163333333333035,0.00411633333333331,3.8e-05,real,2.323239,0.742811,3.10037,-3.987438,3.010694,0.921888625508,AST,Attack_1,0.2045371111918496,SPECTR,Attack_1
real_11244,9,3,3,0.5396256786015113,0.557244016574152,0.7140921817955223,0.231997555304707,0.5428825064273105,0.7403560833333334,1.0,0.7403560833333334,0.76782525,0.360306,0.1040435,0.7877192347222223,0.732664875,0.4959373333333333,0.499995,-0.0001256666666666612,0.00022299999999996666,1.9999999999999995e-06,real,,0.999314,4.904987,-3.964449,4.711249,0.7140921817955223,AST,Attack_2,0.231997555304707,SPECTR,Attack_1
real_11262,9,3,3,0.6030310682457499,0.5643183750160545,0.8047950052491603,0.4503872900452048,0.6192896649025511,0.7450864166666666,1.0,0.7450864166666666,0.71882975,0.36827350000000003,0.1393455,0.8563267595238095,0.8671563171428571,0.4814132222222222,0.499925,-0.0025908888888888774,0.008977555555555534,3.3e-05,real,4.270541,0.991297,4.643011,-1.450125,4.237569,0.8047950052491603,AST,Attack_1,0.4503872900452048,SPECTR,Attack_2
real_11839,9,3,3,0.4976428405126698,0.4791087593427598,0.6642506233427076,0.2993598828421351,0.5450432673179564,0.7426686666666665,1.0,0.7426686666666665,0.6941627499999999,0.5389725000000001,0.11999950000000001,0.7628802558730159,0.7828655471428572,0.4513603333333333,0.482763,-0.01416166666666658,0.014630777777777722,0.014421,real,3.70002,0.975869,4.677547,-2.531433,4.428473,0.6642506233427076,AST,Attack_2,0.2993598828421351,SPECTR,Attack_2
real_12041,9,3,3,0.5126289703103045,0.4487258342397731,0.876856947318,0.3059875562248617,0.5472816668381056,0.7833349166666667,1.0,0.7833349166666667,0.76475125,0.37990100000000004,0.06647800000000001,0.689596060952381,0.6801610471428571,0.47263499999999997,0.499986,-0.028105333333333333,0.02810599999999999,1.9999999999999995e-06,real,3.897315,0.981153,4.152402,-3.976958,3.720989,0.876856947318,AST,Attack_1,0.3059875562248617,SPECTR,Attack_2
real_12285,9,3,3,0.4804974616037412,0.5002107821864414,0.6780606604097827,0.2423455749879914,0.5109090845135627,0.7276585,1.0,0.7276585,0.756081,0.37733099999999997,0.110507,0.7218555736507937,0.7141931499999999,0.4306872222222222,0.499944,-0.0619348888888889,0.07312222222222221,1.8e-05,real,4.09082,0.995733,4.438764,-3.973103,3.775445,0.6780606604097827,AST,Attack_1,0.2423455749879914,SPECTR,Attack_1
real_12407,9,3,3,0.39209809987426175,0.30253343066317845,0.7312628465207279,0.2346066655917529,0.3958580077432321,0.78919425,1.0,0.78919425,0.7660370000000001,0.21507549999999998,0.07625950000000001,0.4934891787301587,0.4600111971428571,0.49337999999999993,0.493057,-0.006162333333333322,0.007191888888888845,0.006112,real,2.860398,0.647244,2.578928,-3.518458,2.987647,0.7312628465207279,AST,Attack_1,0.2346066655917529,SPECTR,Attack_1
real_12540,9,3,3,0.34942502522409197,0.30690153423332445,0.667512002856,0.0959484685179357,0.4043679379066216,0.7411611666666666,1.0,0.7411611666666666,0.7023315,0.1703695,0.119395,0.5293483455555555,0.4456073828571429,0.4024034444444444,0.476302,-0.06936877777777781,0.09357388888888887,0.049763,real,1.976078,0.969637,1.99085,-3.457365,2.846016,0.667512002856,AST,Attack_1,0.0959484685179357,VGG,Attack_2
real_12741,9,3,3,0.38760767797887014,0.3811819514427035,0.7555808764181577,0.0,0.38970272269592154,0.60726225,0.6666666666666666,0.7204104166666667,0.66959,0.5288824999999999,0.120838,0.601932013968254,0.5485408171428572,0.39413322222222225,0.499936,-0.05261022222222222,0.17472288888888887,0.000149,real,1.913362,0.997979,3.868554,-3.114539,2.852804,0.7555808764181577,AST,Attack_1,0.0,SPECTR,Attack_2
real_12935,9,3,3,0.33885421864793797,0.19816431025153586,0.873200181555,0.1152330084108926,0.3770428878686963,0.7757288333333334,1.0,0.7757288333333334,0.7723427500000001,0.351541,0.09138199999999999,0.4381916388888889,0.3870669014285715,0.427769,0.499285,0.002767666666666687,0.0231021111111111,0.001864,real,2.155234,0.485506,2.343373,-3.988028,3.433386,0.873200181555,AST,Attack_1,0.1152330084108926,SPECTR,Attack_2
real_13270,9,3,3,0.36631565408013583,0.3099777610944784,0.7412042669530637,0.0205638658972401,0.41949585635333425,0.7730034166666666,0.8888888888888888,0.7730034166666666,0.7975875,0.303772,0.063644,0.5368984800000001,0.5176095828571429,0.36378066666666664,0.494953,-0.0006780000000000139,0.11390955555555553,0.016081,real,3.017756,0.621995,2.340066,-1.724114,2.420666,0.7412042669530637,AST,Attack_1,0.0205638658972401,SPECTR,Attack_2
real_13325,9,3,3,0.4348061165611241,0.4328430240234328,0.880926192167,0.0,0.44076412497893847,0.6638928333333333,0.7777777777777778,0.7817477500000001,0.78835375,0.316244,0.062792,0.6734649868253969,0.6646882185714287,0.44832388888888886,0.493214,0.017948111111111092,0.17008522222222217,0.009127,real,3.131791,0.833181,3.853555,-2.593659,3.944426,0.880926192167,AST,Attack_1,0.0,VGG,Attack_2
real_13937,9,3,3,0.6592479446386416,0.6697349292616903,0.8432575093659954,0.4042529061769291,0.6652666181110599,0.7580361666666667,0.8888888888888888,0.7580361666666667,0.7805610000000001,0.2688895,0.1105455,0.8970403574603174,0.9023426614285714,0.49454744444444443,0.499765,-8.544444444445173e-05,0.11160922222222219,0.00101,real,4.352695,0.999085,4.954645,-1.446153,4.618577,0.8432575093659954,AST,Attack_1,0.4042529061769291,SPECTR,Attack_1
real_18998,9,3,3,0.5004294131221924,0.5551450942605505,0.6208505339366096,0.3319785636375589,0.6182960707129835,0.66511575,0.8888888888888888,0.66511575,0.6778277500000001,0.539574,0.14038,0.9447002653968253,0.9276870185714284,0.41468299999999997,0.454277,-0.025535333333333323,0.12886755555555554,0.0159959999999999,real,4.393812,0.999656,4.927966,-0.85728,4.576251,0.6208505339366096,VGG,Attack_2,0.3319785636375589,SPECTR,Attack_2
real_19119,9,3,3,0.4529264254640852,0.4455994965608665,0.927034358192,0.0,0.4599472640745133,0.6610286666666667,0.7777777777777778,0.7989581666666666,0.78546125,0.305357,0.06712850000000001,0.6467687498412698,0.5881553157142856,0.4289808888888889,0.499918,0.004829777777777828,0.12923977777777773,0.000141,real,3.859988,0.83958,3.42752,-3.517087,2.818647,0.927034358192,AST,Attack_1,0.0,SPECTR,Attack_2
real_19284,9,3,3,0.4069180824468466,0.44219851249161235,0.5399398594250365,0.1829844892159416,0.46507294512353176,0.7721939166666667,1.0,0.7721939166666667,0.741071,0.317621,0.065028,0.665041673968254,0.6876902114285715,0.41842866666666667,0.499792,-0.036901666666666645,0.03705766666666665,0.0001039999999999,real,3.731385,0.95652,4.262611,-3.980483,4.16975,0.5399398594250365,VGG,Attack_1,0.1829844892159416,SPECTR,Attack_2
real_19441,9,3,3,0.31664999916756636,0.27936467723928127,0.6930555659875193,0.0108515935986644,0.3769646239097084,0.7535464166666667,0.8888888888888888,0.7535464166666667,0.70081375,0.4753235,0.1295885,0.5341625615873016,0.5402717185714285,0.4378438888888889,0.498667,0.05292144444444448,0.15983677777777774,0.0015589999999999,real,2.376043,0.783174,3.592251,-3.367189,3.319171,0.6930555659875193,AST,Attack_1,0.0108515935986644,SPECTR,Attack_1
real_19597,9,3,3,0.35713987092396376,0.3791604202017737,0.6058976027678745,0.0,0.38575081220109797,0.6385630833333333,0.8888888888888888,0.773307,0.7546317499999999,0.323997,0.06036,0.592654671904762,0.5767692485714286,0.3955821111111111,0.467041,-0.08242444444444444,0.09850666666666666,0.040726,real,3.739741,0.888341,3.285032,-3.983002,3.186073,0.6058976027678745,AST,Attack_1,0.0,SPECTR,Attack_2
real_19661,9,3,3,0.25453966838170394,0.1189023018118929,0.865930152647,0.0519872012710295,0.3020707811867845,0.8099064166666666,1.0,0.8099064166666666,0.8020007499999999,0.2770145,0.055815000000000003,0.31280555460317455,0.1828506624999999,0.4285992222222222,0.487629,-0.0310305555555555,0.07650744444444442,0.012605,real,1.797108,0.299685,1.076638,-3.854511,2.173378,0.865930152647,AST,Attack_1,0.0519872012710295,SPECTR,Attack_2
real_19731,9,3,3,0.29278475699640194,0.23078828484507913,0.580206229624017,0.1446990553707666,0.3258687304490488,0.7948671666666667,1.0,0.7948671666666667,0.785876,0.145639,0.1379685,0.42069601396825396,0.3921324628571428,0.4547023333333333,0.496692,0.030328999999999995,0.04089988888888887,0.014353,real,2.298681,0.637254,2.190264,-3.638031,2.698373,0.580206229624017,VGG,Attack_1,0.1446990553707666,SPECTR,Attack_2
real_20445,9,3,3,0.5401405827404039,0.5770892316853495,0.8671186254059999,0.0720575745825189,0.6269303549265439,0.78802825,1.0,0.78802825,0.8148810000000001,0.267367,0.0725375,0.8144358357142857,0.8168722571428573,0.4387342222222222,0.499695,-0.04629488888888891,0.08527177777777778,0.0248619999999999,real,4.091372,0.945622,4.254098,-1.44641,4.033567,0.8671186254059999,AST,Attack_1,0.0720575745825189,VGG,Attack_2
real_20757,9,3,3,0.47245123580598847,0.4564142085213927,0.8033279471501056,0.152641403429183,0.5217814545844957,0.7814427500000001,1.0,0.7814427500000001,0.785981,0.33485149999999997,0.071018,0.6802707726984126,0.67698786,0.44705133333333336,0.499953,-0.028140666666666665,0.04608733333333332,0.000208,real,4.062633,0.856692,3.376228,-1.987914,2.780654,0.8033279471501056,AST,Attack_1,0.152641403429183,SPECTR,Attack_2
